41229|Guy Deverell, v. 2 of 2|2012-10-29|http://www.gutenberg.org/files/41229/41229.txt
43969|With the Ulster Division in France
A Story of the 11th Battalion Royal Irish Rifles (South Antrim Volunteers), From Bordon to Thiepval.|2013-10-17|http://www.gutenberg.org/files/43969/43969.txt
42167|The Pit Town Coronet: A Family Mystery, Volume 1 (of 3)|2013-02-23|http://www.gutenberg.org/files/42167/42167.txt
4929|The Fashionable Adventures of Joshua Craig: A Novel|2004-01-01|http://www.gutenberg.org/files/4929/4929.txt
44133|The Girl Warriors: A Book for Girls|2013-11-08|http://www.gutenberg.org/files/44133/44133.txt
4399|A Few Figs from Thistles|2003-08-01|http://www.gutenberg.org/files/4399/4399.txt
46234|Guingamor, Lanval, Tyolet, Bisclaveret: Four lais rendered into English prose|2014-07-09|http://www.gutenberg.org/files/46234/46234.txt
485|The Road to Oz|1996-04-01|http://www.gutenberg.org/files/485/485.txt
45038|Perlycross: A Tale of the Western Hills|2014-02-28|http://www.gutenberg.org/files/45038/45038.txt
46369|Torrey's Narrative; or, The Life and Adventures of William Torrey|2014-07-22|http://www.gutenberg.org/files/46369/46369.txt
43138|Three Girls from School|2013-07-08|http://www.gutenberg.org/files/43138/43138.txt
42223|The Fall of the Year|2013-02-27|http://www.gutenberg.org/files/42223/42223.txt
41387|Lippincott's Magazine of Popular Literature and Science, Vol. 20, No. 33, November 1877|2012-11-17|http://www.gutenberg.org/files/41387/41387.txt
43407|The Empress Frederick: a memoir|2013-08-06|http://www.gutenberg.org/files/43407/43407.txt
41278|Pastoral Days; or, Memories of a New England Year|2012-11-03|http://www.gutenberg.org/files/41278/41278.txt
43569|Bobby in Search of a Birthday|2013-08-27|http://www.gutenberg.org/files/43569/43569.txt
40838|The Empire Makers: A Romance of Adventure and War in South Africa|2012-09-22|http://www.gutenberg.org/files/40838/40838.txt
44263|500 of the Best Cockney War Stories|2013-11-23|http://www.gutenberg.org/files/44263/44263.txt
43351|A Chain of Evidence|2013-07-29|http://www.gutenberg.org/files/43351/43351.txt
40918|On Some Ancient Battle-Fields in Lancashire
And Their Historical, Legendary, and Aesthetic Associations.|2012-10-02|http://www.gutenberg.org/files/40918/40918.txt
45237|The Knickerbocker, Vol. 10, No. 2, August 1837|2014-03-28|http://www.gutenberg.org/files/45237/45237.txt
45097|Letters from Switzerland|2014-03-09|http://www.gutenberg.org/files/45097/45097.txt
43628|Strange Stories from a Chinese Studio, Vol. 2 (of 2)|2013-09-03|http://www.gutenberg.org/files/43628/43628.txt
45839|Dracula|2014-05-30|http://www.gutenberg.org/files/45839/45839.txt
46806|Punch, Or the London Charivari Volume 107, November 17, 1894|2014-09-08|http://www.gutenberg.org/files/46806/46806.txt
48258|The Old Dominion|2015-02-14|http://www.gutenberg.org/files/48258/48258.txt
40569|Tales of Mean Streets|2012-08-23|http://www.gutenberg.org/files/40569/40569.txt
4187|Diary of Samuel Pepys — Volume 63: March 1667-68|2004-12-01|http://www.gutenberg.org/files/4187/4187.txt
41068|Syndicalism in France|2012-10-15|http://www.gutenberg.org/files/41068/41068.txt
42936|Engraving: Its Origin, Processes, and History|2013-06-13|http://www.gutenberg.org/files/42936/42936.txt
45106|The Life of Francis Thompson|2014-03-10|http://www.gutenberg.org/files/45106/45106.txt
49282|The Chronicles of the Imp: A Romance|2015-06-25|http://www.gutenberg.org/files/49282/49282.txt
45785|New York Times Current History: The European War, Vol. 8, Pt. 2, No. 1, July 1918|2014-05-27|http://www.gutenberg.org/files/45785/45785.txt
4432|Evan Harrington — Volume 6|2003-09-01|http://www.gutenberg.org/files/4432/4432.txt
40665|Studies in Logical Theory|2012-09-05|http://www.gutenberg.org/files/40665/40665.txt
43880|The Mediaeval Mind (Volume 1 of 2)
A History of the Development of Thought and Emotion in the Middle Ages|2013-10-04|http://www.gutenberg.org/files/43880/43880.txt
40578|Joseph Pennell's Pictures in the Land of Temples
Reproductions of a Series of Lithographs Made by Him in the Land of Temples, March-June 1913, Together with Impressions and Notes by the Artist.|2012-08-25|http://www.gutenberg.org/files/40578/40578.txt
42681|The Hero of the People: A Historical Romance of Love, Liberty and Loyalty|2013-05-10|http://www.gutenberg.org/files/42681/42681.txt
40509|Punch, or the London Charivari, Vol. 107, July 28th 1894|2012-08-15|http://www.gutenberg.org/files/40509/40509.txt
43847|The Expositor's Bible: The Book of the Twelve Prophets, Vol. 1
Commonly Called the Minor|2013-09-29|http://www.gutenberg.org/files/43847/43847.txt
40431|Miss Hildreth: A Novel, Volume 1|2012-08-07|http://www.gutenberg.org/files/40431/40431.txt
4000|The Immortals: Masterpieces of Fiction, Crowned by the French Academy — Complete|2004-10-30|http://www.gutenberg.org/files/4000/4000.txt
44701|British Regiments at the Front, The Story of Their Battle Honours|2014-01-18|http://www.gutenberg.org/files/44701/44701.txt
40823|Ghostly Phenomena|2012-09-21|http://www.gutenberg.org/files/40823/40823.txt
43522|The Kaiser's Memoirs|2013-08-22|http://www.gutenberg.org/files/43522/43522.txt
44445|Bessie among the Mountains|2013-12-16|http://www.gutenberg.org/files/44445/44445.txt
40596|Notes on the book of Exodus|2012-08-27|http://www.gutenberg.org/files/40596/40596.txt
45859|Patrañas; or, Spanish Stories, Legendary and Traditional|2014-06-01|http://www.gutenberg.org/files/45859/45859.txt
43514|Chinese Diamonds for the King of Kings|2013-08-19|http://www.gutenberg.org/files/43514/43514.txt
41432|The Tale of a Field Hospital|2012-11-21|http://www.gutenberg.org/files/41432/41432.txt
45577|Betty's Happy Year|2014-05-04|http://www.gutenberg.org/files/45577/45577.txt
46798|The Pioneer Boys of the Yellowstone; or, Lost in the Land of Wonders|2014-09-07|http://www.gutenberg.org/files/46798/46798.txt
44185|The Fighting Starkleys; or, The Test of Courage|2013-11-15|http://www.gutenberg.org/files/44185/44185.txt
44819|Kathleen's Diamonds; or, She Loved a Handsome Actor|2014-02-01|http://www.gutenberg.org/files/44819/44819.txt
48990|Old-Dad|2015-05-18|http://www.gutenberg.org/files/48990/48990.txt
4147|Diary of Samuel Pepys — Volume 27: March 1663-64|2004-11-30|http://www.gutenberg.org/files/4147/4147.txt
40992|The Martian|2012-10-09|http://www.gutenberg.org/files/40992/40992.txt
46661|North Dakota: A Guide to the Northern Prairie State|2014-08-23|http://www.gutenberg.org/files/46661/46661.txt
41233|Over the Ocean; or, Sights and Scenes in Foreign Lands|2012-10-30|http://www.gutenberg.org/files/41233/41233.txt
42580|Expository Writing|2013-04-22|http://www.gutenberg.org/files/42580/42580.txt
45356|New Theories in Astronomy|2014-04-10|http://www.gutenberg.org/files/45356/45356.txt
42829|In Quest of Gold; Or, Under the Whanga Falls|2013-05-28|http://www.gutenberg.org/files/42829/42829.txt
45495|Lochinvar: A Novel|2014-04-26|http://www.gutenberg.org/files/45495/45495.txt
47105|Notes and Queries for Worcestershire|2014-10-13|http://www.gutenberg.org/files/47105/47105.txt
47165|Fighting the Sea; Or, Winter at the Life-Saving Station|2014-10-21|http://www.gutenberg.org/files/47165/47165.txt
41249|Among the Humorists and After Dinner Speakers, Vol. 1
A New Collection of Humorous Stories and Anecdotes|2012-10-31|http://www.gutenberg.org/files/41249/41249.txt
40973|Under the Stars and Bars
Or, Memories of Four Years Service with the Oglethorpes, of Augusta, Georgia|2012-10-08|http://www.gutenberg.org/files/40973/40973.txt
41292|Every Man His Own Doctor
The Cold Water, Tepid Water, and Friction-Cure, as Applicable to Every Disease to Which the Human Frame Is Subject, and Also to the Cure of Disease in Horses and Cattle|2012-11-05|http://www.gutenberg.org/files/41292/41292.txt
41861|The Red Rugs of Tarsus: A Woman's Record of the Armenian Massacre of 1909|2013-01-17|http://www.gutenberg.org/files/41861/41861.txt
42863|Bright Ideas for Entertaining|2013-06-02|http://www.gutenberg.org/files/42863/42863.txt
40954|Potential Enemy|2012-10-06|http://www.gutenberg.org/files/40954/40954.txt
41729|Kisington Town|2012-12-28|http://www.gutenberg.org/files/41729/41729.txt
46895|Punch, or the London Charivari, Vol. 109, August 24, 1895|2014-09-18|http://www.gutenberg.org/files/46895/46895.txt
4639|California Romantic and Resourceful
A plea for the Collection, Preservation and Diffusion of Information Relating to Pacific Coast History|2003-11-01|http://www.gutenberg.org/files/4639/4639.txt
40517|A Bottle in the Smoke: A Tale of Anglo-Indian Life|2012-08-16|http://www.gutenberg.org/files/40517/40517.txt
42284|Love Among the Ruins|2013-03-09|http://www.gutenberg.org/files/42284/42284.txt
42737|The Cape Peninsula: Pen and Colour Sketches|2013-05-18|http://www.gutenberg.org/files/42737/42737.txt
46009|The Privy Purse Expenses of King Henry VIII from November MDXXIX, to December MDXXXII|2014-06-17|http://www.gutenberg.org/files/46009/46009.txt
40354|Confessions of a Young Lady: Her Doings and Misdoings|2012-07-27|http://www.gutenberg.org/files/40354/40354.txt
41024|The Paston Letters, A.D. 1422-1509. Volume 3 (of 6)
New Complete Library Edition|2012-10-11|http://www.gutenberg.org/files/41024/41024.txt
43568|Ethnological results of the Point Barrow expedition
Ninth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1887-1888, Government Printing Office, Washington, 1892, pages 3-442|2013-08-26|http://www.gutenberg.org/files/43568/43568.txt
45267|The Pansy Magazine, March 1886|2014-03-31|http://www.gutenberg.org/files/45267/45267.txt
4427|Evan Harrington — Volume 1|2003-09-01|http://www.gutenberg.org/files/4427/4427.txt
4715|An African Millionaire: Episodes in the Life of the Illustrious Colonel Clay|2003-12-01|http://www.gutenberg.org/files/4715/4715.txt
42266|Antiquities of the Mesa Verde National Park: Cliff Palace|2013-03-05|http://www.gutenberg.org/files/42266/42266.txt
42724|The Works of Christopher Marlowe, Vol. 2 (of 3)|2013-05-16|http://www.gutenberg.org/files/42724/42724.txt
40769|Encyclopaedia Britannica, 11th Edition, "Kelly, Edward" to "Kite"
Volume 15, Slice 7|2012-09-15|http://www.gutenberg.org/files/40769/40769.txt
4444|The Adventures of Harry Richmond — Volume 1|2003-09-01|http://www.gutenberg.org/files/4444/4444.txt
41273|The Story of Tonty|2012-11-02|http://www.gutenberg.org/files/41273/41273.txt
40205|History of Cleopatra, Queen of Egypt|2012-07-11|http://www.gutenberg.org/files/40205/40205.txt
41779|The Human Boy and the War|2013-01-04|http://www.gutenberg.org/files/41779/41779.txt
48251|The Boy Scouts Down in Dixie; or, The Strange Secret of Alligator Swamp|2015-02-13|http://www.gutenberg.org/files/48251/48251.txt
43224|Poetry: A Magazine of Verse, Volume 01
October-March, 1912-13|2013-07-15|http://www.gutenberg.org/files/43224/43224.txt
47017|Ainslee's magazine, Volume 16, No. 3, October, 1905|2014-10-02|http://www.gutenberg.org/files/47017/47017.txt
40121|The Meeting-Place of Geology and History|2012-07-02|http://www.gutenberg.org/files/40121/40121.txt
42597|The Last Call: A Romance (Vol. 3 of 3)|2013-04-26|http://www.gutenberg.org/files/42597/42597.txt
40332|A Rich Man's Relatives (Vol. 2 of 3)|2012-07-25|http://www.gutenberg.org/files/40332/40332.txt
45483|The Story of My Mind; Or, How I Became a Rationalist|2014-04-24|http://www.gutenberg.org/files/45483/45483.txt
43230|Johnny Longbow|2013-07-16|http://www.gutenberg.org/files/43230/43230.txt
42653|Full-Back Foster|2013-05-06|http://www.gutenberg.org/files/42653/42653.txt
45019|The Works of Francis Maitland Balfour, Volume 3 (of 4)
A Treatise on Comparative Embryology: Vertebrata|2014-02-26|http://www.gutenberg.org/files/45019/45019.txt
46658|"Sterminator Vesevo" (Vesuvius the great exterminator)
Diary of the Eruption of April 1906|2014-08-22|http://www.gutenberg.org/files/46658/46658.txt
42001|Notes and Queries, Number 221, January 21, 1854
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.|2013-02-04|http://www.gutenberg.org/files/42001/42001.txt
44076|Autumn Impressions of the Gironde|2013-10-30|http://www.gutenberg.org/files/44076/44076.txt
44752|The Smuggler's Cave|2014-01-25|http://www.gutenberg.org/files/44752/44752.txt
46839|The Heart of Wessex|2014-09-10|http://www.gutenberg.org/files/46839/46839.txt
444|System of Economical Contradictions; Or, The Philosophy of Misery|1996-02-01|http://www.gutenberg.org/files/444/444.txt
47026|Fletcherism: What It Is; Or, How I Became Young at Sixty|2014-10-02|http://www.gutenberg.org/files/47026/47026.txt
48950|English Translations from the Greek: A Bibliographical Survey|2015-05-12|http://www.gutenberg.org/files/48950/48950.txt
44241|Jerusalem Explored, Volume 2—Plates
Being a Description of the Ancient and Modern City, with Numerous Illustrations Consisting of Views, Ground Plans and Sections|2013-11-21|http://www.gutenberg.org/files/44241/44241.txt
41569|Jerusalem Explored, Volume 1—Text
Being a Description of the Ancient and Modern City, with Numerous Illustrations Consisting of Views, Ground Plans and Sections|2012-12-06|http://www.gutenberg.org/files/41569/41569.txt
45795|A Christmas Gift to the American Home and the Youth of America|2014-05-28|http://www.gutenberg.org/files/45795/45795.txt
41388|The Modern American Pistol and Revolver|2012-11-17|http://www.gutenberg.org/files/41388/41388.txt
41417|America, Volume 1 (of 6)|2012-11-20|http://www.gutenberg.org/files/41417/41417.txt
45912|The Vanishing of Betty Varian|2014-06-07|http://www.gutenberg.org/files/45912/45912.txt
4729|Observations By Mr. Dooley|2003-12-01|http://www.gutenberg.org/files/4729/4729.txt
42544|Soyer's Culinary Campaign: Being Historical Reminiscences of the Late War.
With The Plain Art of Cookery for Military and Civil Institutions|2013-04-15|http://www.gutenberg.org/files/42544/42544.txt
46091|The Octoroon; or, Life in Louisiana. A Play in Five acts|2014-06-24|http://www.gutenberg.org/files/46091/46091.txt
41567|Encyclopaedia Britannica, 11th Edition, "Letter" to "Lightfoot, John"
Volume 16, Slice 5|2012-12-06|http://www.gutenberg.org/files/41567/41567.txt
4745|At the Villa Rose|2003-12-01|http://www.gutenberg.org/files/4745/4745.txt
44920|The Normans; told chiefly in relation to their conquest of England|2014-02-15|http://www.gutenberg.org/files/44920/44920.txt
42110|The Seven Ages of Man|2013-02-16|http://www.gutenberg.org/files/42110/42110.txt
40444|The Union: Or, Select Scots and English Poems|2012-08-08|http://www.gutenberg.org/files/40444/40444.txt
40371|Britain in the Middle Ages: A History for Beginners|2012-07-29|http://www.gutenberg.org/files/40371/40371.txt
40159|Manners: A Novel, Vol 2|2012-07-07|http://www.gutenberg.org/files/40159/40159.txt
41636|Ravenshoe|2012-12-16|http://www.gutenberg.org/files/41636/41636.txt
4213|The Founder of New France : A Chronicle of Champlain|2003-07-01|http://www.gutenberg.org/files/4213/4213.txt
45506|Flatland: A Romance of Many Dimensions|2014-04-27|http://www.gutenberg.org/files/45506/45506.txt
43988|Titian|2013-10-21|http://www.gutenberg.org/files/43988/43988.txt
44912|Private Papers of William Wilberforce|2014-02-14|http://www.gutenberg.org/files/44912/44912.txt
44978|The Complete Poems of Sir John Davies. Volume 2 of 2.|2014-02-22|http://www.gutenberg.org/files/44978/44978.txt
41228|Guy Deverell, v. 1 of 2|2012-10-29|http://www.gutenberg.org/files/41228/41228.txt
43054|Donald Ross of Heimra (Volume 3 of 3)|2013-06-28|http://www.gutenberg.org/files/43054/43054.txt
45493|On Yacht Sailing
A Simple Treatise for Beginners upon the Art of Handling Small Yachts and Boats|2014-04-25|http://www.gutenberg.org/files/45493/45493.txt
40560|The Bee's Bayonet (a Little Honey and a Little Sting)
Camouflage in Word Painting|2012-08-22|http://www.gutenberg.org/files/40560/40560.txt
40342|The Freedom of Science|2012-07-26|http://www.gutenberg.org/files/40342/40342.txt
4241|Se-quo-yah; from Harper's New Monthly, V.41|2003-07-01|http://www.gutenberg.org/files/4241/4241.txt
45449|Abraham Lincoln: The Practical Mystic|2014-04-21|http://www.gutenberg.org/files/45449/45449.txt
47922|The Brochure Series of Architectural Illustration, vol. 06, No. 12, December 1900
The Cathedrals of England|2015-01-09|http://www.gutenberg.org/files/47922/47922.txt
41|The Legend of Sleepy Hollow|2008-06-27|http://www.gutenberg.org/files/41/41.txt
44321|The Mentor: American Miniature Painters, January 15, 1917, Serial No. 123|2013-12-01|http://www.gutenberg.org/files/44321/44321.txt
4526|Born in Exile|2003-10-01|http://www.gutenberg.org/files/4526/4526.txt
42968|The Riddle of the Universe at the close of the nineteenth century|2013-06-17|http://www.gutenberg.org/files/42968/42968.txt
44888|The Diary of a Freshman|2014-02-12|http://www.gutenberg.org/files/44888/44888.txt
41794|The Last Miracle|2013-01-06|http://www.gutenberg.org/files/41794/41794.txt
43273|Zen Buddhism, and Its Relation to Art|2013-07-21|http://www.gutenberg.org/files/43273/43273.txt
46804|Bentley's Miscellany, Volume II|2014-09-07|http://www.gutenberg.org/files/46804/46804.txt
43128|Jasper|2013-07-08|http://www.gutenberg.org/files/43128/43128.txt
42252|Adventures While Preaching the Gospel of Beauty|2013-03-03|http://www.gutenberg.org/files/42252/42252.txt
41199|The Great God Gold|2012-10-27|http://www.gutenberg.org/files/41199/41199.txt
43911|A Dreadful Temptation; or, A Young Wife's Ambition|2013-10-08|http://www.gutenberg.org/files/43911/43911.txt
46834|Evolution: Its nature, its evidence, and its relation to religious thought|2014-09-10|http://www.gutenberg.org/files/46834/46834.txt
4328|Two Expeditions into the Interior of Southern Australia — Volume I|2003-08-01|http://www.gutenberg.org/files/4328/4328.txt
40042|The Deserted Yacht
Madge Sterling Series, #2|2012-06-19|http://www.gutenberg.org/files/40042/40042.txt
44463|Red and White: A Tale of the Wars of the Roses|2013-12-18|http://www.gutenberg.org/files/44463/44463.txt
4165|Diary of Samuel Pepys — Volume 43: May/June 1666|2004-12-01|http://www.gutenberg.org/files/4165/4165.txt
40745|Short Stories|2012-09-13|http://www.gutenberg.org/files/40745/40745.txt
41889|Benton of the Royal Mounted: A Tale of the Royal Northwest Mounted Police|2013-01-20|http://www.gutenberg.org/files/41889/41889.txt
446|A Book of Remarkable Criminals|1996-02-01|http://www.gutenberg.org/files/446/446.txt
44370|Handy War Guide for My Company: Handy Company Commander's Guide|2013-12-06|http://www.gutenberg.org/files/44370/44370.txt
46926|The Virgin in Judgment|2014-09-21|http://www.gutenberg.org/files/46926/46926.txt
41830|The Spell of Flanders
An Outline of the History, Legends and Art of Belgium's Famous Northern Provinces|2013-01-12|http://www.gutenberg.org/files/41830/41830.txt
4206|The Letters of Franklin K. Lane, Personal and Political|2003-07-01|http://www.gutenberg.org/files/4206/4206.txt
40009|Encyclopaedia Britannica, 11th Edition, "Indole" to "Insanity"
Volume 14, Slice 5|2012-06-16|http://www.gutenberg.org/files/40009/40009.txt
42174|The World Before Them: A Novel. Volume 3 (of 3)|2013-02-23|http://www.gutenberg.org/files/42174/42174.txt
49332|The Epicurean: A Tale|2015-06-29|http://www.gutenberg.org/files/49332/49332.txt
41855|The Marne: A Tale of the War|2013-01-16|http://www.gutenberg.org/files/41855/41855.txt
44484|With the Dyaks of Borneo: A Tale of the Head Hunters|2013-12-21|http://www.gutenberg.org/files/44484/44484.txt
41250|Mearing Stones: Leaves from My Note-Book on Tramp in Donegal|2012-10-31|http://www.gutenberg.org/files/41250/41250.txt
43229|The Hawthorne: A Christmas and New Years Present|2013-07-16|http://www.gutenberg.org/files/43229/43229.txt
49460|Dividing Waters|2015-07-16|http://www.gutenberg.org/files/49460/49460.txt
44294|The Phantom Violin
A Mystery Story for Girls|2013-11-27|http://www.gutenberg.org/files/44294/44294.txt
45523|Famous Authors (Men)|2014-04-28|http://www.gutenberg.org/files/45523/45523.txt
41095|The Journal of the Debates in the Convention which Framed the Constitution of the United States, May-September 1787. Volume 2|2012-10-17|http://www.gutenberg.org/files/41095/41095.txt
44672|Stronghand; or, The Noble Revenge|2014-01-15|http://www.gutenberg.org/files/44672/44672.txt
40890|Diary of an Enlisted Man|2012-09-28|http://www.gutenberg.org/files/40890/40890.txt
41505|Picture-Work|2012-11-28|http://www.gutenberg.org/files/41505/41505.txt
40105|Baseball Joe at Yale; or, Pitching for the College Championship|2012-06-29|http://www.gutenberg.org/files/40105/40105.txt
43671|A History of Epidemics in Britain, Volume 2 (of 2)
From the Extinction of Plague to the Present Time|2013-09-08|http://www.gutenberg.org/files/43671/43671.txt
4098|On the Trail of Grant and Lee|2003-05-01|http://www.gutenberg.org/files/4098/4098.txt
42461|The Motor Boys; or, Chums Through Thick and Thin|2013-04-03|http://www.gutenberg.org/files/42461/42461.txt
49526|The Missouri Persecutions|2015-07-25|http://www.gutenberg.org/files/49526/49526.txt
41225|The Bashful Lover (Novels of Paul de Kock Volume XIX)|2012-10-29|http://www.gutenberg.org/files/41225/41225.txt
49901|The Snare|2015-09-07|http://www.gutenberg.org/files/49901/49901.txt
40919|Everyday Adventures|2012-10-02|http://www.gutenberg.org/files/40919/40919.txt
46688|The Treasure Hunt of the S-18|2014-08-26|http://www.gutenberg.org/files/46688/46688.txt
48648|Doctor Papa|2015-04-06|http://www.gutenberg.org/files/48648/48648.txt
45003|Mr. Punch's History of Modern England, Vol. 2 (of 4).—1857-1874|2014-02-24|http://www.gutenberg.org/files/45003/45003.txt
43528|The Irish Penny Journal, Vol. 1 No. 03, July 18, 1840|2013-08-21|http://www.gutenberg.org/files/43528/43528.txt
41357|The Works of Francis Maitland Balfour, Volume 1 (of 4)
Separate Memoirs|2012-11-12|http://www.gutenberg.org/files/41357/41357.txt
44099|How to Solve Conundrums
Containing All the Leading Conundrums of the Day, Amusing Riddles, Curious Catches, and Witty Sayings|2013-11-03|http://www.gutenberg.org/files/44099/44099.txt
42671|Pride and Prejudice|2013-05-09|http://www.gutenberg.org/files/42671/42671.txt
47014|Harry F. Marks Catalogue No. 4, 1919
Choice and Unusual Books|2014-10-01|http://www.gutenberg.org/files/47014/47014.txt
4801|The Rise of the Dutch Republic — Volume 01: Introduction I|2004-01-01|http://www.gutenberg.org/files/4801/4801.txt
44866|"Gombo Zhèbes." Little Dictionary of Creole Proverbs|2014-02-10|http://www.gutenberg.org/files/44866/44866.txt
43198|Samuel Boyd of Catchpole Square: A Mystery|2013-07-12|http://www.gutenberg.org/files/43198/43198.txt
47220|Letters and Literary Memorials of Samuel J. Tilden, v. 1|2014-10-28|http://www.gutenberg.org/files/47220/47220.txt
43246|The Motor Routes of England: Western Section|2013-07-18|http://www.gutenberg.org/files/43246/43246.txt
46680|Fishing with the Fly
Sketches by Lovers of the Art, with Illustrations of Standard Flies|2014-08-25|http://www.gutenberg.org/files/46680/46680.txt
